date,department,region,employees,operational_cost,marketing_spend,customer_satisfaction,new_customers,customer_retention_rate,sales_volume,revenue
2023-08-01,Sales,Central,90,48997.97,26644.9,3.12,49,0.82,232051.48,211061.92
2023-11-01,Finance,North,72,35944.72,45798.19,3.46,58,0.7,229919.95,241089.5
2022-03-01,Finance,North,33,33275.22,30785.08,4.94,45,0.73,221980.15,242075.05
2023-08-01,Finance,Central,40,64059.11,37267.3,4.24,53,0.95,231112.43,243677.83
2021-06-01,Operations,East,61,51444.43,29492.07,3.46,50,0.74,227703.47,217758.0
2022-09-01,Sales,East,82,56367.23,34429.44,3.97,51,0.64,114832.45,113388.43
2023-09-01,Finance,East,16,32949.22,27695.97,3.63,72,0.75,229774.82,227362.55
2023-08-01,Customer Support,South,49,58163.96,37024.88,3.98,54,0.67,164146.26,144993.54
2022-07-01,Marketing,East,24,51114.39,42449.15,4.67,48,0.65,173436.63,160683.91
2023-09-01,Marketing,North,49,33723.17,32026.84,3.45,60,0.73,255945.68,254136.86
2023-04-01,Finance,South,27,28664.17,44589.07,3.8,57,0.72,147423.15,151748.63
2023-07-01,Operations,East,66,50578.68,28054.51,3.89,49,0.64,245443.49,228344.72
2022-09-01,Marketing,North,90,60270.59,43696.13,4.17,51,0.61,105307.29,101742.89
2023-10-01,Marketing,South,38,65917.36,38568.57,3.16,52,0.82,163323.9,170781.7
2022-03-01,Marketing,North,25,53493.55,28452.22,3.41,59,0.68,186141.46,182320.96
2022-02-01,Marketing,Central,55,37904.32,37793.48,3.8,51,0.9,228160.21,235989.73
2022-07-01,Finance,North,13,50310.07,37537.47,4.62,57,0.71,211210.3,219803.55
2022-03-01,Sales,South,78,55328.94,39603.3,3.37,57,0.79,229484.38,211287.77
2021-06-01,Sales,East,14,38535.05,9559.12,4.76,55,0.68,336679.37,308565.99
2021-09-01,Operations,South,56,42928.81,19504.67,3.68,44,0.66,197949.31,199476.52
2022-08-01,Customer Support,East,49,50433.67,27675.31,3.51,59,0.93,220921.5,215401.8
2023-10-01,Sales,East,56,53327.47,33002.54,3.82,43,0.84,255493.56,266634.31
2023-02-01,Customer Support,West,34,31130.07,36462.24,4.11,53,0.93,216499.9,219731.73
2022-06-01,Sales,Central,68,41723.63,26137.43,4.47,46,0.67,132384.74,131708.78
2023-04-01,Sales,West,6,52102.68,38386.59,3.95,48,0.86,139518.18,127497.96
2021-09-01,Operations,South,53,57452.04,8941.29,4.64,57,0.68,235813.19,240146.78
2023-08-01,Marketing,West,49,52093.94,16424.68,4.64,45,0.86,226152.01,204517.31
2021-06-01,Operations,East,21,54379.67,25048.28,3.0,59,0.89,213645.23,204400.62
2022-02-01,Sales,South,32,53847.0,51001.25,4.58,56,0.67,244812.11,261331.27
2023-04-01,Marketing,West,49,37672.76,39268.51,3.89,51,0.73,178334.38,160168.1
2022-12-01,Marketing,North,21,70670.4,26207.52,4.93,58,0.81,116751.57,121354.54
2022-01-01,Marketing,Central,63,44231.5,46919.95,4.64,66,0.92,238543.08,235948.66
2021-12-01,Customer Support,North,18,38675.94,20332.83,3.77,51,0.61,170499.74,182488.02
2022-07-01,Sales,South,14,28127.0,22771.88,4.27,44,0.8,278528.52,287978.05
2022-09-01,Finance,West,82,42248.91,32825.24,3.39,63,0.65,273040.76,247579.6
2023-03-01,Operations,East,85,39583.94,31218.51,3.58,59,0.75,201093.78,213126.57
2022-07-01,Customer Support,West,90,44351.63,34176.1,3.4,46,0.79,257460.83,266721.35
2022-12-01,Operations,South,22,54776.25,26537.57,4.5,36,0.88,195138.65,204348.12
2023-02-01,Finance,South,39,67843.98,36957.96,3.02,48,0.95,156295.09,150865.97
2023-04-01,Marketing,South,52,62196.17,31340.76,3.81,50,0.8,209696.4,197939.91
2022-06-01,Finance,South,62,19797.82,42289.4,4.68,42,0.75,200964.89,218594.27
2023-12-01,Operations,West,22,65123.39,38171.96,4.42,56,0.78,222062.28,236145.5
2023-05-01,Finance,North,56,57817.67,23444.79,3.84,56,0.81,186355.8,190604.35
2022-05-01,Sales,East,34,77020.63,18254.1,4.27,48,0.63,172244.26,153054.35
2021-04-01,Finance,East,41,40433.5,40766.58,3.86,41,0.63,136164.78,125791.21
2023-05-01,Sales,Central,44,34885.45,19036.64,4.69,46,0.72,247988.17,262222.54
2021-04-01,Finance,South,10,62973.68,40617.92,4.15,43,0.62,114760.23,99939.09
2021-10-01,Sales,South,83,61306.18,27379.97,4.27,52,0.77,166504.61,153185.39
2023-01-01,Sales,South,39,39847.44,36296.02,4.98,62,0.69,128836.41,117401.05
2023-07-01,Finance,North,30,46189.19,23879.64,4.54,44,0.62,242513.37,245429.97
2021-03-01,Customer Support,South,95,57181.18,34724.07,3.57,58,0.62,229760.18,219701.19
2021-02-01,Marketing,Central,34,55231.0,41571.77,4.55,55,0.74,241478.8,223059.31
2023-01-01,Marketing,Central,79,49456.49,25640.87,4.86,56,0.72,253364.53,252857.76
2021-06-01,Marketing,North,28,51385.28,21152.74,3.59,53,0.89,125072.6,122656.01
2023-02-01,Sales,South,59,37725.26,22073.23,4.63,50,0.65,166275.16,155764.94
2021-08-01,Marketing,West,82,46973.06,6539.66,3.48,44,0.61,198882.62,177860.85
2023-11-01,Sales,West,91,29221.58,21589.95,3.87,68,0.62,148517.45,162376.23
2023-03-01,Customer Support,East,13,49918.15,42319.78,4.38,33,0.72,188119.67,168690.47
2023-01-01,Finance,North,66,29452.65,13052.26,3.49,47,0.81,240235.2,257906.3
2022-06-01,Finance,West,22,33447.57,24717.48,3.37,47,0.78,193107.32,190835.29
2021-01-01,Sales,East,55,97804.78,31473.31,3.93,49,0.8,226909.78,219526.65
2021-03-01,Sales,Central,23,21505.26,31241.3,4.57,45,0.82,220688.07,219012.07
2021-04-01,Customer Support,East,73,64623.79,21705.06,4.19,42,0.71,240824.77,243697.19
2022-03-01,Marketing,South,86,54083.58,43154.87,4.4,55,0.92,233785.44,217814.59
2021-08-01,Customer Support,South,37,54504.24,37621.12,4.38,57,0.6,228858.55,211578.67
2022-07-01,Finance,Central,42,33995.46,20369.14,4.09,45,0.66,247948.14,243973.22
2023-02-01,Finance,North,17,60947.93,28544.71,3.63,52,0.83,264372.25,255855.89
2021-10-01,Marketing,South,53,22735.74,24088.64,3.84,53,0.94,196251.97,187313.37
2022-02-01,Finance,South,77,42594.33,34866.77,3.76,43,0.65,183572.85,193464.15
2022-07-01,Sales,East,94,50279.34,44805.63,3.16,50,0.85,267754.05,252907.52
2023-06-01,Finance,East,57,74948.62,35028.86,4.8,63,0.69,175598.69,180994.97
2021-05-01,Operations,East,5,59833.86,46128.26,4.28,63,0.67,232926.91,224027.8
2023-07-01,Marketing,West,16,43524.59,28961.92,4.71,41,0.71,138586.5,131929.01
2021-07-01,Marketing,Central,28,45816.27,13900.85,4.55,68,0.66,167024.04,179461.12
2022-07-01,Marketing,North,5,58600.56,22771.03,3.14,47,0.78,261971.44,241206.54
2023-07-01,Operations,East,72,31819.75,37321.56,3.43,39,0.93,235206.83,212488.91
2022-12-01,Customer Support,North,11,66649.13,29310.78,4.9,36,0.92,264529.13,243001.51
2023-10-01,Sales,East,96,48577.7,31165.41,3.92,50,0.79,159619.21,140280.31
2022-11-01,Marketing,South,73,36871.95,25604.38,4.62,56,0.86,215820.61,213732.51
2021-06-01,Finance,North,43,29076.06,24507.79,4.15,43,0.67,232632.09,240595.63
2023-12-01,Sales,West,36,12544.11,41526.86,4.65,52,0.79,134900.82,134316.47
2023-03-01,Finance,East,53,76277.12,48651.82,4.47,40,0.87,153785.5,156478.89
2021-11-01,Sales,Central,35,21700.44,25290.7,3.56,43,0.71,182366.58,168010.51
2021-05-01,Sales,South,83,57192.87,23708.77,4.98,50,0.67,168304.08,153801.25
2022-05-01,Finance,East,7,56506.94,38631.79,3.98,40,0.7,254690.52,237313.6
2021-07-01,Finance,North,51,42849.2,45643.63,4.17,57,0.7,150153.2,138729.15
2023-03-01,Sales,East,19,48299.62,41102.14,4.08,52,0.69,208215.04,192668.7
2022-03-01,Marketing,South,55,43987.66,49452.47,4.77,55,0.62,288390.85,265768.52
2022-01-01,Finance,Central,86,53343.04,41655.08,3.56,51,0.77,165858.55,161191.6
2021-11-01,Operations,Central,89,44163.49,38258.13,3.12,65,0.66,258871.86,267386.6
2023-02-01,Operations,Central,78,45661.74,42702.62,3.86,40,0.91,168514.47,162905.7
2022-10-01,Sales,South,25,48758.51,34617.18,4.84,50,0.88,197960.53,197821.95
2023-04-01,Customer Support,East,94,59375.01,31413.22,3.88,44,0.92,85799.15,76025.37
2022-12-01,Sales,South,45,58990.44,35956.37,3.56,57,0.91,237198.39,222209.46
2023-05-01,Sales,South,7,48127.76,35468.46,4.24,49,0.72,261993.86,277015.21
2021-09-01,Marketing,East,5,46205.24,23545.63,4.48,44,0.87,240097.38,238788.51
2021-04-01,Marketing,West,25,58447.72,35518.97,3.93,41,0.77,209280.74,194833.84
2022-06-01,Customer Support,Central,79,37103.65,31919.82,3.76,29,0.69,186439.84,192587.24
2022-04-01,Customer Support,North,84,32516.24,35203.26,3.73,50,0.73,209841.08,208592.7
2023-09-01,Customer Support,North,25,29876.0,30581.18,3.84,49,0.8,254101.77,231647.21
2023-05-01,Customer Support,East,79,53587.66,34365.11,4.69,46,0.9,48165.82,41313.03
2021-10-01,Customer Support,North,99,66414.34,33387.98,3.97,50,0.6,157148.01,163888.29
2021-09-01,Sales,West,53,51062.97,19132.75,3.63,60,0.75,230043.42,228807.48
2023-07-01,Sales,South,69,53962.06,23176.8,3.36,36,0.6,184616.88,190527.94
2023-04-01,Operations,Central,45,42208.33,15481.73,3.57,52,0.7,201724.95,189152.61
2021-03-01,Operations,North,71,53904.67,44335.13,3.93,37,0.74,255109.29,263587.52
2022-02-01,Finance,North,46,52053.51,29968.67,4.1,52,0.76,215074.07,224118.72
2023-01-01,Sales,East,73,57243.13,33380.55,4.24,46,0.86,190536.3,175606.95
2022-03-01,Customer Support,East,61,14136.71,29969.28,3.14,51,0.86,238999.62,247899.49
2021-02-01,Finance,South,47,56427.79,20006.57,4.23,57,0.71,227950.5,217606.11
2022-12-01,Marketing,Central,16,59459.83,28330.88,3.7,62,0.73,178095.48,169600.01
2022-02-01,Sales,North,82,59104.84,30118.23,3.51,64,0.69,223074.22,230619.03
2021-07-01,Operations,South,68,48181.46,12449.09,3.66,48,0.74,200396.74,202312.23
2023-12-01,Sales,Central,55,76326.29,35150.56,4.57,64,0.72,166188.21,147207.1
2022-12-01,Sales,South,77,64061.62,33544.63,4.61,55,0.83,101181.26,100261.25
2023-03-01,Sales,North,64,71774.32,26578.81,3.21,57,0.65,181233.62,166548.53
2023-06-01,Sales,East,75,56801.05,44653.01,3.99,44,0.61,236145.97,248319.91
2023-03-01,Marketing,East,84,50017.55,33939.05,4.06,53,0.61,275651.03,258452.87
2022-03-01,Operations,East,32,58874.58,39042.76,3.06,61,0.94,187604.61,196663.31
2023-02-01,Sales,West,75,40609.49,33942.63,4.43,59,0.69,79536.21,74843.19
2021-01-01,Marketing,South,18,62424.1,34076.93,3.73,47,0.86,234808.64,241758.12
2021-04-01,Finance,North,36,43190.0,8367.75,3.84,57,0.85,203107.65,193102.77
2023-05-01,Sales,South,12,41162.02,24776.09,4.22,45,0.89,307353.31,334883.72
2021-01-01,Marketing,East,31,30256.18,28999.06,3.94,55,0.74,212373.18,229434.43
2022-10-01,Customer Support,South,54,65090.14,19026.44,4.5,46,0.83,212813.1,192421.76
2021-11-01,Finance,Central,63,80212.9,27533.41,4.19,44,0.73,224236.88,218479.28
2021-10-01,Operations,South,61,70521.1,39191.63,3.45,57,0.68,87138.47,73972.72
2022-05-01,Sales,West,7,63515.51,30115.23,4.74,56,0.95,250943.22,234518.39
2023-12-01,Sales,West,31,63939.4,16868.64,3.43,41,0.92,211420.72,215857.73
2023-02-01,Marketing,East,98,63423.76,34830.83,4.43,39,0.76,184515.62,160811.23
2022-09-01,Operations,North,38,48102.94,10735.66,4.58,51,0.81,294998.55,302941.17
2022-01-01,Customer Support,Central,30,44278.69,35920.37,4.38,48,0.94,205352.17,203304.25
2021-09-01,Finance,North,44,35395.35,24778.36,3.84,54,0.72,203095.32,215212.07
2021-11-01,Operations,North,90,77929.2,48990.79,4.76,56,0.89,213181.06,184491.83
2021-11-01,Sales,Central,36,46992.26,15497.57,3.66,52,0.74,183317.22,174599.13
2021-06-01,Marketing,West,45,52136.95,29665.57,4.37,61,0.91,260649.86,241831.91
2021-01-01,Customer Support,East,6,33151.7,18906.07,4.76,50,0.77,219958.0,226450.26
2021-06-01,Marketing,South,76,38390.05,26247.53,3.31,43,0.79,181753.02,186322.39
2022-01-01,Finance,West,11,35232.15,51692.17,4.31,55,0.86,279226.15,249234.87
2022-10-01,Operations,East,23,44611.23,26054.87,4.8,48,0.91,177387.35,178545.48
2023-07-01,Marketing,West,37,59565.22,18011.29,3.21,56,0.69,70198.32,63708.6
2022-10-01,Marketing,Central,6,56994.71,36285.64,3.29,61,0.86,278401.73,288676.07
2023-03-01,Sales,North,71,59027.44,26428.53,3.76,55,0.93,151403.98,149110.07
2022-02-01,Marketing,Central,96,49761.77,26396.39,4.99,59,0.61,120361.46,119803.65
2021-05-01,Customer Support,South,82,61231.97,26589.13,3.45,48,0.65,266641.55,272614.18
2023-12-01,Operations,Central,19,47788.54,26633.63,3.65,58,0.72,148358.76,150735.62
2023-08-01,Finance,North,25,56841.36,41589.52,4.67,49,0.88,243257.87,240155.21
2023-10-01,Marketing,West,82,44109.68,14351.23,3.26,49,0.8,229252.36,224801.45
2021-07-01,Customer Support,East,63,66563.83,30654.22,4.99,45,0.92,231571.28,234936.19
2021-10-01,Finance,South,86,36574.95,32646.25,4.48,56,0.76,213682.16,228155.48
2022-05-01,Customer Support,West,43,66898.24,31553.29,4.92,43,0.78,198448.17,184822.74
2023-06-01,Marketing,East,24,55428.92,18828.26,3.29,50,0.8,118843.01,124501.32
2022-09-01,Marketing,North,5,72757.31,19733.25,3.46,46,0.92,153375.91,156027.22
2022-01-01,Operations,Central,77,40090.07,26808.0,3.74,45,0.62,256534.22,252041.47
2021-01-01,Sales,West,13,46538.77,19990.79,3.1,43,0.78,296541.51,264483.89
2021-01-01,Customer Support,East,55,46124.88,33117.49,3.12,60,0.73,89258.4,93763.1
2023-09-01,Sales,East,42,37050.8,41799.75,4.81,56,0.71,224581.89,221581.98
2023-01-01,Sales,Central,97,79590.6,30605.34,3.09,51,0.85,261463.12,252030.74
2023-02-01,Finance,West,19,39314.23,26881.52,4.5,50,0.72,193161.14,203590.17
2022-01-01,Finance,West,88,36133.85,8635.97,4.44,42,0.61,91828.61,87171.16
2023-04-01,Customer Support,North,45,71783.58,32960.25,3.15,53,0.67,286951.75,260243.57
2023-09-01,Sales,West,98,61494.28,22077.07,3.38,56,0.7,184526.48,188494.27
2023-06-01,Operations,Central,51,47143.38,26708.7,3.91,56,0.66,132992.83,125585.48
2021-08-01,Sales,West,30,22212.26,22622.14,4.28,46,0.87,153876.43,159836.29
2021-01-01,Finance,North,58,75710.37,27847.89,4.79,39,0.81,259771.59,249391.83
2021-12-01,Sales,East,74,79189.53,32097.4,4.05,68,0.84,193550.95,171692.87
2021-05-01,Marketing,West,43,59155.87,34031.67,4.87,41,0.79,70224.48,70452.47
2022-12-01,Marketing,Central,21,57811.37,40503.44,3.38,58,0.84,299099.7,284801.8
2021-06-01,Operations,West,74,53066.56,27940.89,4.25,56,0.85,224210.73,212677.68
2023-01-01,Customer Support,South,96,43555.2,27770.4,4.69,41,0.87,165855.7,177204.13
2021-01-01,Sales,North,13,68152.34,42353.19,3.47,46,0.87,264922.56,239175.39
2023-01-01,Marketing,East,95,44248.58,38797.82,4.58,46,0.7,164962.69,145401.41
2021-01-01,Customer Support,South,50,58368.33,42897.32,3.8,47,0.68,191411.61,179317.36
2023-08-01,Marketing,Central,10,53272.26,39383.45,5.0,53,0.85,209341.9,218062.64
2021-03-01,Customer Support,West,72,49823.07,54351.8,3.18,47,0.94,219847.87,191541.68
2022-07-01,Customer Support,North,20,37214.8,37445.97,4.11,47,0.85,232218.6,245522.38
2023-05-01,Marketing,West,91,32075.78,19343.08,4.57,38,0.78,135747.32,128325.68
2021-02-01,Finance,West,91,57417.15,37442.94,4.35,51,0.71,85700.11,83579.99
2021-09-01,Customer Support,West,33,43524.22,33713.27,4.01,65,0.65,251127.07,247349.98
2022-05-01,Sales,West,45,52167.58,26292.77,4.03,41,0.8,146348.36,130009.23
2023-12-01,Marketing,North,72,53006.6,25259.65,3.81,52,0.63,209355.03,203153.63
2022-05-01,Finance,South,66,54643.81,28277.5,3.68,60,0.92,244822.45,228104.43
2021-12-01,Marketing,Central,44,48201.13,8612.46,4.19,42,0.62,251935.53,239211.87
2022-08-01,Operations,South,66,59725.5,4534.16,4.5,60,0.65,150706.94,157777.69
2021-03-01,Sales,North,28,48773.94,30802.05,3.56,47,0.87,157169.33,163839.16
2021-04-01,Operations,Central,10,46396.1,25047.71,4.89,42,0.91,154978.99,154489.44
2022-05-01,Customer Support,East,44,61080.89,24487.67,3.73,54,0.66,162662.02,169289.15
2022-03-01,Customer Support,South,74,50400.44,26538.38,3.87,60,0.62,212707.16,217654.07
2023-09-01,Operations,North,62,53483.97,14634.98,3.82,57,0.65,118019.25,109866.23
2022-04-01,Operations,North,18,64186.97,37404.67,3.22,49,0.85,135219.37,136337.69
2021-11-01,Customer Support,North,82,56332.26,26998.17,3.23,55,0.91,192553.07,172605.25
2022-08-01,Finance,Central,49,63978.37,30381.27,4.59,59,0.85,231740.42,223597.44
2022-12-01,Sales,West,10,26284.97,39402.95,3.76,64,0.73,155417.39,153794.51
2022-04-01,Marketing,East,27,89646.89,26557.59,3.43,55,0.81,184616.74,174050.14
2023-06-01,Operations,Central,66,60808.14,38893.04,4.42,52,0.78,102509.9,101125.43
2023-10-01,Sales,Central,88,58982.24,33632.55,4.92,51,0.78,240013.86,216822.8
2021-01-01,Marketing,South,21,47930.21,38831.12,4.87,53,0.89,224332.87,230698.59
2022-12-01,Marketing,East,88,27500.68,39665.49,4.45,45,0.93,235789.3,233470.2
2022-12-01,Operations,North,74,60780.15,35123.57,3.38,58,0.91,185691.8,170616.97
2021-09-01,Finance,Central,32,66635.98,29109.73,3.31,50,0.87,181112.02,184365.54
2022-10-01,Finance,East,17,24422.25,34978.75,4.74,42,0.76,190752.21,191279.46
2021-12-01,Sales,South,33,63288.04,19544.27,4.93,37,0.68,170091.31,174197.23
2022-05-01,Sales,West,49,73160.14,33784.62,4.24,54,0.73,222057.12,203085.78
2023-01-01,Customer Support,East,24,72555.9,37968.65,4.8,53,0.9,205042.31,210869.18
2023-04-01,Finance,North,62,57968.43,20439.63,4.63,42,0.6,229160.66,207052.13
2022-03-01,Sales,Central,85,48830.32,42861.39,3.31,54,0.71,195115.89,209143.35
2023-06-01,Customer Support,West,58,64218.23,29392.01,3.45,50,0.77,118112.93,116792.54
2023-03-01,Marketing,South,68,56207.97,33834.88,3.14,54,0.61,124516.02,122404.47
2022-10-01,Sales,North,56,55469.25,17972.06,3.95,57,0.64,140089.83,132403.58
2021-10-01,Customer Support,West,47,42097.04,7784.82,3.65,59,0.85,144018.31,148685.2
2023-07-01,Finance,South,91,25802.84,42137.68,3.85,48,0.93,209876.13,225998.82
2023-03-01,Marketing,North,22,62856.85,28631.23,3.02,44,0.84,108743.41,94818.49
2021-12-01,Sales,Central,88,45134.06,39880.99,4.44,54,0.68,201453.9,193583.29
2023-07-01,Finance,South,58,35297.91,28208.96,3.4,61,0.7,128866.99,118639.54
2023-08-01,Marketing,West,64,33316.96,21287.33,3.74,40,0.81,199846.67,203863.46
2023-08-01,Operations,North,75,47277.55,47317.52,3.8,43,0.95,167289.0,157908.38
2023-11-01,Finance,East,5,31655.63,29264.78,3.13,51,0.83,212147.0,224676.54
2022-09-01,Operations,North,41,66179.51,31137.31,3.73,42,0.63,207128.98,183040.66
2021-10-01,Sales,West,53,58123.42,28263.1,4.8,45,0.66,214389.57,193671.29
2022-04-01,Customer Support,West,39,66758.39,15727.4,4.79,53,0.85,238679.66,225369.93
2021-07-01,Sales,East,71,34537.44,35411.05,3.05,37,0.86,146193.52,137236.78
2021-04-01,Finance,West,39,29067.65,34210.53,3.06,54,0.63,243499.32,252568.37
2023-03-01,Operations,North,97,76355.19,38942.83,4.19,57,0.8,173871.33,160574.51
2023-01-01,Operations,South,13,37992.68,21876.85,3.41,50,0.89,254580.05,255808.84
2023-07-01,Marketing,North,41,51432.14,14224.92,4.8,48,0.67,240773.3,241206.97
2021-11-01,Sales,West,64,38546.32,35720.47,3.97,53,0.85,172856.83,161653.23
2022-08-01,Sales,East,60,37670.1,43065.58,3.65,45,0.74,284526.4,304932.63
2023-12-01,Finance,East,93,58923.23,13924.73,4.91,52,0.83,142571.33,131273.59
2022-05-01,Operations,Central,16,48068.97,16041.55,3.64,56,0.8,141600.66,144873.34
2021-11-01,Finance,East,75,69704.99,24490.49,3.64,55,0.93,220962.46,212030.45
2023-06-01,Finance,East,75,23244.86,15065.79,3.27,42,0.66,188787.11,191986.33
2023-11-01,Operations,West,8,49733.44,26071.53,3.44,47,0.67,324710.75,333082.99
2022-10-01,Finance,South,65,42331.64,33775.81,4.52,51,0.66,230754.85,249711.21
2023-03-01,Operations,South,49,46314.48,37297.98,4.52,49,0.85,264645.43,234676.23
2023-11-01,Finance,West,99,47358.85,35401.22,3.77,50,0.66,194891.02,199237.08
2021-04-01,Customer Support,East,54,59647.57,28502.95,3.7,48,0.75,108869.62,95152.5
2022-04-01,Finance,North,54,47218.47,42792.6,3.84,46,0.91,119200.09,120475.27
2022-04-01,Finance,South,78,47373.04,10923.15,3.6,44,0.7,222779.47,237516.23
2022-09-01,Customer Support,West,52,76128.94,19441.11,4.22,57,0.65,158901.66,152821.89
2023-02-01,Sales,North,27,31700.18,30331.56,4.67,55,0.79,171820.43,171526.4
2023-12-01,Operations,East,94,33712.18,22313.44,3.02,55,0.83,193323.35,175361.73
2022-07-01,Marketing,West,91,77859.07,28613.39,4.87,42,0.77,188772.65,192513.4
2022-05-01,Customer Support,South,97,75633.92,34814.88,3.24,69,0.79,176164.02,182341.56
2023-02-01,Sales,North,12,23098.96,24483.14,4.8,49,0.67,127539.84,135741.27
2022-10-01,Finance,North,87,82145.55,24525.26,3.47,57,0.7,196602.52,176725.02
2023-04-01,Sales,South,33,58684.08,27371.63,4.83,58,0.83,159928.58,147868.14
2021-01-01,Customer Support,North,47,39371.99,38755.19,4.57,56,0.88,209627.7,224656.93
2023-12-01,Finance,South,57,50082.19,36339.44,3.54,45,0.73,154883.83,135386.89
2021-02-01,Sales,West,10,43557.86,38044.99,3.06,49,0.85,242949.33,218139.21
2022-05-01,Marketing,Central,97,50009.83,31511.34,4.43,48,0.67,162748.91,162520.21
2022-09-01,Operations,East,28,43775.07,31757.36,4.64,51,0.7,288927.48,286935.2
2021-09-01,Operations,West,78,32338.54,41649.85,4.36,61,0.6,111112.33,100591.46
2022-01-01,Customer Support,East,18,30172.63,21429.12,3.76,56,0.68,216648.57,234751.62
2021-11-01,Finance,East,56,53227.69,41896.29,3.25,57,0.87,167157.64,154981.95
2022-04-01,Finance,South,74,37991.74,31719.52,3.69,51,0.63,167369.72,157540.14
2022-04-01,Operations,Central,8,28644.88,30491.36,3.54,41,0.63,211671.32,226964.64
2021-02-01,Sales,East,62,57972.64,24934.56,4.45,45,0.82,208641.14,208957.17
2021-08-01,Finance,East,83,57813.07,42107.01,3.32,42,0.78,190405.45,178394.81
2022-01-01,Marketing,West,41,57821.46,38437.19,4.64,52,0.87,190936.55,182263.73
2022-05-01,Marketing,Central,52,51167.54,16466.98,4.22,42,0.74,140588.07,137131.47
2022-12-01,Finance,Central,43,36851.34,33244.99,3.97,43,0.8,235637.31,231779.08
2021-03-01,Finance,East,96,68052.88,22769.57,3.72,57,0.93,204297.49,180632.07
2023-06-01,Operations,Central,70,63221.58,27322.81,4.01,46,0.9,202172.03,213191.96
2022-01-01,Customer Support,West,17,83440.17,14897.57,4.08,44,0.81,194607.26,172446.26
2022-07-01,Operations,South,70,68904.97,31566.41,3.47,49,0.77,278672.01,246426.63
2021-07-01,Customer Support,East,64,54777.24,32068.77,4.98,47,0.62,95151.87,82664.71
2021-09-01,Marketing,North,45,76499.0,32704.39,4.82,51,0.78,172421.78,168109.53
2022-07-01,Customer Support,East,36,51108.2,25944.12,3.78,46,0.76,171659.93,180279.36
2022-10-01,Operations,East,56,51231.35,27237.42,3.51,64,0.93,244864.96,250508.32
2022-06-01,Finance,South,9,49289.21,11182.66,3.61,46,0.74,238393.6,228579.29
2022-11-01,Customer Support,North,71,42439.41,39623.99,4.96,54,0.82,130833.75,129606.5
2021-02-01,Operations,North,70,83382.25,12266.43,3.81,50,0.92,262903.73,241415.8
2021-11-01,Marketing,North,82,37534.77,33984.86,4.82,53,0.67,208156.63,191031.38
2023-07-01,Customer Support,South,56,25135.02,27739.1,3.12,54,0.73,293592.7,270266.26
2023-09-01,Marketing,Central,53,43005.03,35734.2,4.55,65,0.73,150927.86,155483.78
2022-02-01,Marketing,North,33,55478.99,31515.3,4.52,53,0.7,234663.31,226565.3
2022-04-01,Sales,Central,42,41886.03,20159.15,4.3,44,0.9,146200.86,148249.41
2021-11-01,Customer Support,West,74,44666.88,35654.5,3.24,49,0.84,198834.17,201419.66
2023-09-01,Operations,South,12,21184.43,29565.29,4.96,44,0.94,102883.13,114460.45
2021-07-01,Customer Support,Central,63,31259.6,27720.8,3.43,46,0.89,133759.63,128941.05
2023-07-01,Customer Support,North,59,30226.72,32287.59,4.42,51,0.91,135274.43,127365.6
2022-02-01,Marketing,North,6,62559.86,41550.51,4.5,50,0.61,185104.65,164211.58
2023-04-01,Marketing,Central,30,28986.88,26434.8,4.52,56,0.61,242404.13,220752.14
2022-04-01,Marketing,Central,67,40252.35,33742.19,4.65,57,0.83,181571.23,167878.27
2022-07-01,Marketing,West,21,47163.74,32115.13,4.98,35,0.81,218905.86,223131.12
2022-05-01,Operations,South,63,33820.3,25731.51,3.19,47,0.61,126509.47,123270.5
2023-02-01,Finance,East,92,54139.62,24141.92,3.94,43,0.62,251152.0,264978.56
2021-06-01,Sales,West,99,56748.84,19908.8,4.95,54,0.77,227768.53,202594.83
2021-09-01,Marketing,West,20,71928.23,35024.1,4.76,49,0.88,235309.1,247361.64
2022-05-01,Marketing,West,62,50040.71,24048.58,4.98,51,0.85,135220.63,120761.06
2023-07-01,Sales,North,68,18263.88,17333.7,4.16,46,0.78,133795.15,150045.46
2021-12-01,Marketing,Central,54,41342.9,29422.83,4.35,58,0.76,182085.18,166605.66
2022-11-01,Finance,South,89,45734.93,39795.0,3.53,44,0.87,225301.73,206903.09
2021-05-01,Customer Support,North,30,69331.93,41668.25,3.92,38,0.71,307242.05,310664.97
2023-12-01,Sales,West,21,46574.06,1467.38,3.04,50,0.86,173137.4,167825.58
2023-12-01,Operations,South,50,56108.86,31232.74,4.44,50,0.92,236589.19,252237.73
2021-03-01,Sales,North,72,45461.66,35263.02,4.85,41,0.67,135574.09,121400.21
2022-12-01,Finance,East,54,58121.55,34769.23,3.22,50,0.74,115866.55,114411.04
2022-05-01,Operations,West,47,40532.64,29153.43,3.91,48,0.74,305067.9,305366.19
2023-02-01,Customer Support,North,52,24913.41,46059.92,4.25,47,0.75,163558.33,174634.32
2021-04-01,Marketing,North,72,10567.5,42595.34,4.26,51,0.62,188205.97,176602.38
2021-12-01,Sales,West,23,57624.6,29109.3,3.61,58,0.85,56900.9,56466.03
2021-01-01,Operations,East,29,54921.23,25847.07,3.04,60,0.82,167049.25,147011.35
2022-09-01,Sales,Central,76,56029.79,33375.22,4.78,56,0.9,210261.65,222171.38
