quarter,department,expense_type,revenue,expenses,investment,roi_percentage,economic_index,profit
2024-06-30,IT,COGS,508924.96,291531.29,48805.9,0.219,94.17,217393.67
2023-12-31,IT,Salaries,496764.29,440255.8,82526.26,0.062,83.44,56508.49
2020-12-31,IT,Salaries,490223.98,391548.84,55834.27,0.115,94.27,98675.14
2021-12-31,Operations,Salaries,645608.32,176853.28,48859.18,0.126,97.35,468755.04
2023-09-30,Finance,Marketing Spend,431575.53,251231.37,43952.39,0.241,115.65,180344.16
2019-12-31,Finance,Admin,326320.44,148159.51,57325.29,0.124,97.01,178160.93
2024-12-31,Marketing,Salaries,504467.09,267824.6,76495.46,0.101,81.02,236642.49
2020-03-31,Finance,Marketing Spend,406058.22,326585.15,30865.5,0.174,118.21,79473.07
2021-09-30,Marketing,COGS,390324.85,385845.94,57502.45,0.082,85.81,4478.91
2019-03-31,Finance,COGS,498426.57,381852.75,24493.6,0.175,110.95,116573.82
2021-03-31,Sales,Utilities,527467.81,325433.66,13356.85,0.142,88.01,202034.15
2019-03-31,Sales,Utilities,482632.39,225381.45,56128.23,0.196,116.93,257250.94
2020-09-30,Finance,Utilities,454326.92,367564.45,53118.97,0.166,89.06,86762.47
2020-06-30,Operations,Marketing Spend,479949.78,303908.08,11851.86,0.085,114.21,176041.7
2022-12-31,Marketing,COGS,494906.41,315179.61,32002.42,0.237,96.58,179726.8
2021-03-31,Finance,Utilities,499731.84,456202.45,38734.08,0.14,97.89,43529.39
2020-03-31,Marketing,R&D,320778.19,224467.94,58585.09,0.199,105.17,96310.25
2023-03-31,IT,Utilities,587389.18,465937.79,78703.08,0.156,99.5,121451.39
2021-06-30,Finance,COGS,354239.3,443867.29,24216.1,0.223,93.47,-89627.99
2022-06-30,Operations,R&D,432891.73,305439.9,44955.38,0.117,89.7,127451.83
2021-09-30,IT,Marketing Spend,344579.6,315472.98,84470.75,0.178,90.65,29106.62
2020-06-30,Finance,R&D,516726.92,243432.54,75293.02,0.066,108.14,273294.38
2023-12-31,Sales,COGS,428941.0,315215.08,4001.55,0.066,84.35,113725.92
2019-09-30,Finance,Salaries,481617.56,307475.81,42682.65,0.219,102.46,174141.75
2019-12-31,Sales,R&D,425711.04,244907.78,58107.51,0.214,95.18,180803.26
2024-12-31,Sales,COGS,394589.32,242814.22,64537.67,0.122,94.12,151775.1
2018-09-30,Finance,Utilities,249000.65,280883.48,72492.92,0.185,108.62,-31882.83
2021-09-30,Finance,Salaries,440856.77,299263.16,15247.51,0.216,100.13,141593.61
2021-12-31,Sales,Marketing Spend,378991.19,162994.06,54148.33,0.079,83.09,215997.13
2018-12-31,Marketing,Marketing Spend,551958.78,390175.05,54798.22,0.247,116.38,161783.73
2023-03-31,IT,Admin,708090.37,260197.55,72576.3,0.227,115.92,447892.82
2019-06-30,Operations,Marketing Spend,682992.59,275957.43,60109.45,0.188,97.01,407035.16
2018-03-31,Finance,Admin,491887.2,314205.44,59485.88,0.159,80.55,177681.76
2018-12-31,IT,Marketing Spend,420890.27,278621.0,57394.32,0.229,82.41,142269.27
2020-09-30,IT,Marketing Spend,305015.08,391149.01,50114.36,0.198,99.66,-86133.93
2020-12-31,Marketing,Marketing Spend,458123.22,277257.46,73720.75,0.167,83.26,180865.76
2024-06-30,IT,Admin,408783.99,253337.64,30159.13,0.228,97.73,155446.35
2019-03-31,Finance,Utilities,426272.91,349597.41,74749.42,0.092,87.59,76675.5
2023-09-30,IT,Admin,336782.4,360808.19,46160.99,0.099,112.1,-24025.79
2023-03-31,Finance,R&D,570274.9,500257.31,39112.43,0.236,94.7,70017.59
2021-12-31,Finance,COGS,550922.65,148363.94,45886.44,0.063,95.14,402558.71
2021-03-31,Sales,COGS,408452.8,306111.66,46289.04,0.059,81.0,102341.14
2021-03-31,Marketing,Utilities,585585.39,354470.69,86162.59,0.208,106.15,231114.7
2022-03-31,Operations,COGS,505961.58,227205.18,25508.01,0.133,110.94,278756.4
2024-09-30,Sales,Marketing Spend,553022.4,412483.61,23985.4,0.233,90.54,140538.79
2019-09-30,Operations,Utilities,577410.9,245236.78,28691.15,0.11,104.67,332174.12
2019-12-31,Finance,COGS,536499.01,309473.06,45434.15,0.107,105.88,227025.95
2021-03-31,Sales,Admin,417939.11,387002.28,34184.81,0.241,105.19,30936.83
2023-09-30,IT,R&D,604930.51,212580.0,2016.61,0.161,107.93,392350.51
2024-09-30,IT,Salaries,577274.15,289357.67,36252.02,0.173,111.4,287916.48
2021-12-31,Operations,R&D,578735.73,361422.9,26653.61,0.23,110.32,217312.83
2018-12-31,Finance,COGS,367068.78,312068.63,69846.5,0.126,102.96,55000.15
2019-12-31,Operations,Utilities,353305.23,353485.87,62506.56,0.1,117.55,-180.64
2021-12-31,Marketing,COGS,651284.67,363958.19,57058.95,0.164,111.22,287326.48
2023-03-31,IT,Admin,436190.66,257687.44,15477.6,0.132,115.63,178503.22
2020-06-30,Sales,R&D,525243.55,429498.68,78294.72,0.083,100.31,95744.87
2024-03-31,Sales,Admin,620636.99,232762.04,33554.69,0.074,108.02,387874.95
2020-12-31,Sales,Admin,663296.87,408558.69,66334.84,0.195,114.52,254738.18
2020-12-31,IT,Salaries,557413.81,328123.65,62158.25,0.057,101.59,229290.16
2024-06-30,Finance,Admin,447789.3,250698.7,33809.22,0.156,114.96,197090.6
2019-03-31,IT,Admin,471335.7,230999.73,56715.52,0.116,109.01,240335.97
2021-12-31,IT,Salaries,537069.85,322474.02,51860.97,0.08,110.15,214595.83
2018-03-31,Sales,Marketing Spend,517488.77,282408.4,71310.59,0.228,117.09,235080.37
2024-12-31,IT,Marketing Spend,428400.8,339068.88,36762.38,0.198,93.21,89331.92
2020-03-31,Sales,Utilities,234679.04,281875.67,53332.53,0.205,103.79,-47196.63
2020-12-31,Finance,Salaries,426410.55,305992.02,29789.45,0.137,90.91,120418.53
2019-03-31,Marketing,Utilities,478700.66,340944.79,74738.19,0.18,101.17,137755.87
2023-06-30,Sales,Utilities,499036.64,294977.83,47570.85,0.068,97.75,204058.81
2022-12-31,Operations,Admin,670669.91,279462.41,31363.7,0.078,98.3,391207.5
2023-06-30,Marketing,Utilities,606711.33,328486.9,62290.9,0.115,88.34,278224.43
2024-12-31,Finance,COGS,453836.66,270675.05,71206.6,0.142,105.02,183161.61
2023-12-31,Marketing,R&D,550375.15,353728.26,40544.45,0.069,111.82,196646.89
2018-09-30,Sales,COGS,233546.07,336377.39,91602.42,0.163,90.75,-102831.32
2019-03-31,Finance,COGS,622609.75,355898.19,80311.57,0.098,84.96,266711.56
2018-06-30,Operations,Admin,450363.95,355421.16,50867.92,0.205,90.21,94942.79
2021-06-30,Sales,R&D,518718.14,280039.92,41337.83,0.05,110.21,238678.22
2018-06-30,Sales,Utilities,502981.69,140067.39,23799.33,0.223,82.54,362914.3
2021-03-31,Finance,R&D,602623.14,287085.88,28495.47,0.197,104.71,315537.26
2019-09-30,Finance,Utilities,465132.37,319010.81,12319.94,0.159,112.79,146121.56
2020-06-30,Marketing,Marketing Spend,582288.71,290460.8,61859.01,0.198,112.07,291827.91
2021-03-31,Operations,Salaries,536466.84,242401.03,48509.56,0.123,119.5,294065.81
2021-12-31,Marketing,Admin,512257.85,399226.58,39255.46,0.083,111.6,113031.27
2024-06-30,Marketing,Utilities,489191.29,235889.47,-7017.78,0.052,85.39,253301.82
2021-06-30,Sales,Utilities,449062.14,245349.09,60621.58,0.16,93.88,203713.05
2020-09-30,Finance,R&D,483418.03,264201.27,49087.23,0.108,88.68,219216.76
2020-06-30,Sales,Admin,461773.05,276487.52,50302.61,0.093,95.06,185285.53
2019-06-30,Operations,Utilities,541881.38,253333.7,50011.27,0.223,105.48,288547.68
2018-12-31,Marketing,Marketing Spend,386553.94,298447.77,70449.69,0.195,91.59,88106.17
2023-03-31,Operations,COGS,507208.26,308353.06,17476.71,0.248,85.15,198855.2
2018-03-31,Finance,Utilities,651621.82,223011.64,96890.16,0.182,108.57,428610.18
2019-09-30,Finance,R&D,456009.04,211157.98,23519.76,0.229,84.69,244851.06
2023-12-31,IT,Marketing Spend,543831.84,357568.45,45309.85,0.074,117.92,186263.39
2020-03-31,Operations,Admin,267671.65,296155.69,-4291.84,0.195,104.74,-28484.04
2019-12-31,Sales,Utilities,341926.41,380191.31,53034.1,0.067,110.58,-38264.9
2019-03-31,Operations,Marketing Spend,486699.53,351219.82,43575.65,0.069,112.97,135479.71
2022-09-30,Marketing,Marketing Spend,492470.86,276418.23,49578.72,0.222,105.72,216052.63
2020-06-30,Finance,Marketing Spend,504134.38,334839.64,57269.93,0.122,108.08,169294.74
2020-09-30,Finance,Marketing Spend,719079.43,359555.41,39803.68,0.113,111.61,359524.02
2024-03-31,Operations,Marketing Spend,441708.26,235749.15,81048.71,0.087,98.16,205959.11
2021-09-30,Operations,Marketing Spend,508441.29,177391.09,39659.76,0.147,80.11,331050.2
2019-06-30,Operations,Salaries,428361.89,223963.2,60607.97,0.091,118.68,204398.69
2021-09-30,Marketing,Admin,573689.24,345840.48,32398.28,0.158,89.71,227848.76
2019-03-31,Marketing,COGS,384963.98,437914.03,70311.08,0.182,85.99,-52950.05
2022-09-30,Sales,Admin,430099.48,297164.51,29117.9,0.181,116.77,132934.97
2023-06-30,Operations,R&D,409853.13,401870.81,44922.41,0.123,101.65,7982.32
2022-09-30,Sales,R&D,582370.14,373051.06,37387.84,0.191,91.03,209319.08
2020-06-30,IT,Admin,512598.71,244058.11,56019.47,0.103,117.27,268540.6
2020-12-31,Marketing,Marketing Spend,528349.54,294709.07,32326.45,0.212,114.21,233640.47
2023-06-30,Finance,Salaries,480608.1,351282.66,36017.68,0.05,98.23,129325.44
2018-12-31,IT,COGS,620926.52,206065.96,46472.52,0.243,118.25,414860.56
2022-06-30,Finance,Utilities,484507.16,367879.85,41110.74,0.137,83.73,116627.31
2021-12-31,IT,Utilities,696531.74,385695.9,50493.31,0.117,117.5,310835.84
2019-12-31,Sales,Marketing Spend,626944.51,364932.02,34078.81,0.175,98.41,262012.49
2018-12-31,Sales,Admin,352416.11,290446.92,34924.01,0.226,98.46,61969.19
2024-03-31,Marketing,Utilities,563853.51,338747.18,49229.08,0.121,98.13,225106.33
2023-09-30,Finance,Admin,626781.81,378637.99,77687.96,0.064,97.22,248143.82
2020-12-31,IT,Salaries,459226.45,182256.7,43712.72,0.121,101.5,276969.75
2018-06-30,Operations,Salaries,541145.64,108206.71,64216.81,0.051,119.81,432938.93
2018-12-31,Operations,Admin,352209.56,341207.68,57869.95,0.087,80.58,11001.88
2019-03-31,Marketing,Marketing Spend,400398.48,252261.63,33764.31,0.06,100.0,148136.85
2018-09-30,Finance,Marketing Spend,474836.52,314406.33,64420.53,0.128,91.35,160430.19
2020-03-31,Operations,Marketing Spend,364553.74,316109.02,48025.28,0.062,86.86,48444.72
2023-03-31,Marketing,Utilities,505519.4,397958.33,70018.62,0.247,117.0,107561.07
2022-06-30,Marketing,COGS,565038.15,313652.19,101799.67,0.206,95.38,251385.96
2020-09-30,Finance,COGS,408408.66,342554.23,50826.76,0.134,101.86,65854.43
2018-09-30,Operations,Marketing Spend,365948.02,337183.03,74133.92,0.208,117.22,28764.99
2024-03-31,Operations,Admin,342113.26,363411.06,70820.63,0.133,99.18,-21297.8
2023-09-30,Operations,Salaries,621241.16,254682.23,41219.25,0.179,91.53,366558.93
2018-06-30,Sales,R&D,325793.72,324293.31,40814.96,0.214,83.87,1500.41
2020-03-31,Operations,Salaries,529579.51,113414.34,23631.25,0.187,103.93,416165.17
2021-06-30,IT,Salaries,630588.41,249440.49,72918.23,0.067,116.46,381147.92
2018-12-31,Sales,R&D,402202.89,381764.07,32126.12,0.059,83.23,20438.82
2020-03-31,Sales,Marketing Spend,415603.8,193878.22,38198.31,0.164,97.84,221725.58
2021-03-31,Sales,Salaries,517567.62,202651.31,88021.92,0.089,106.59,314916.31
2022-06-30,Sales,R&D,524067.08,352047.31,39729.66,0.247,84.03,172019.77
2021-09-30,Marketing,Utilities,450158.29,250940.17,82746.86,0.053,83.15,199218.12
2024-12-31,IT,Admin,470295.24,400361.03,88994.22,0.2,88.18,69934.21
2020-06-30,Finance,Admin,509085.3,305995.54,32482.14,0.058,85.25,203089.76
2021-12-31,Operations,Admin,459593.34,421698.07,64775.58,0.172,95.11,37895.27
2020-12-31,Sales,Marketing Spend,462958.44,436122.96,59493.19,0.134,96.41,26835.48
2022-12-31,Finance,Salaries,694239.73,402046.73,65843.09,0.177,98.11,292193.0
2019-03-31,Marketing,Salaries,601342.99,259177.65,73386.02,0.202,99.64,342165.34
2018-06-30,Finance,COGS,609197.39,210423.34,13685.26,0.057,82.33,398774.05
2020-06-30,Sales,Admin,465894.84,401711.18,61634.39,0.154,106.52,64183.66
2018-03-31,IT,Marketing Spend,328123.74,298790.99,63875.08,0.238,109.35,29332.75
2019-09-30,Finance,R&D,747608.84,316036.58,40342.4,0.094,85.49,431572.26
2024-06-30,Sales,Marketing Spend,438321.69,391883.66,68837.14,0.065,89.08,46438.03
2022-03-31,Sales,Salaries,530927.46,210260.98,74751.21,0.204,91.22,320666.48
2021-12-31,Operations,Admin,578371.37,347078.22,40301.46,0.198,96.65,231293.15
2024-09-30,Operations,COGS,441953.45,260532.38,23964.29,0.128,96.06,181421.07
2024-09-30,IT,Utilities,590147.48,363408.69,87166.81,0.216,88.23,226738.79
2023-12-31,Operations,Marketing Spend,500901.12,330904.32,33525.07,0.159,82.94,169996.8
2018-09-30,IT,COGS,473647.37,370531.53,23324.81,0.145,91.62,103115.84
2021-06-30,Marketing,Salaries,441910.61,265980.81,53965.16,0.214,111.17,175929.8
2020-06-30,Marketing,R&D,400340.73,243224.83,4682.6,0.07,82.33,157115.9
2023-06-30,Operations,Marketing Spend,313718.26,300119.92,51614.13,0.095,94.65,13598.34
2019-09-30,Marketing,Utilities,781377.32,253526.31,66732.14,0.139,87.71,527851.01
2024-06-30,Finance,Salaries,645734.01,249661.62,38840.17,0.067,108.5,396072.39
2022-03-31,Finance,Admin,510294.0,243878.55,60591.37,0.249,93.26,266415.45
2019-06-30,Finance,Marketing Spend,656001.75,350661.26,59599.99,0.113,95.89,305340.49
2023-09-30,Marketing,COGS,642920.52,456257.92,60114.97,0.24,116.68,186662.6
2023-06-30,Finance,Marketing Spend,559654.05,363425.54,41927.36,0.145,104.45,196228.51
2018-12-31,IT,Salaries,465500.24,356074.43,50755.81,0.235,112.95,109425.81
2022-03-31,Sales,Salaries,607414.29,354094.63,53701.11,0.138,107.4,253319.66
2024-09-30,Operations,COGS,590861.22,226948.65,51471.39,0.213,118.4,363912.57
2020-03-31,IT,Utilities,579116.72,355423.15,46705.88,0.2,102.86,223693.57
2018-12-31,Finance,Salaries,466278.13,155784.11,86123.5,0.239,90.0,310494.02
2019-09-30,Sales,Marketing Spend,537894.14,329876.34,56491.73,0.177,107.77,208017.8
2023-09-30,Operations,Utilities,527340.77,358681.91,58309.22,0.095,112.81,168658.86
2018-06-30,IT,COGS,461928.22,365069.4,25514.64,0.158,118.7,96858.82
2022-03-31,Operations,Salaries,536997.32,352105.61,96010.36,0.079,104.71,184891.71
2023-12-31,Marketing,Salaries,625278.21,200335.32,67595.2,0.117,112.88,424942.89
2019-12-31,Finance,Marketing Spend,652556.11,248642.76,56680.41,0.208,108.42,403913.35
2023-09-30,IT,Salaries,549944.38,394062.25,84408.79,0.053,111.0,155882.13
2021-09-30,IT,Marketing Spend,483396.6,329544.62,26432.7,0.174,103.91,153851.98
2021-09-30,Sales,Admin,585471.31,325253.41,28012.93,0.189,91.64,260217.9
2019-12-31,Sales,Utilities,412791.76,257573.28,71127.93,0.23,83.5,155218.48
2021-12-31,Sales,Marketing Spend,462290.01,211808.19,75151.21,0.201,108.8,250481.82
2022-09-30,Operations,R&D,627516.6,241532.15,12920.46,0.131,113.18,385984.45
2020-09-30,Finance,Salaries,687176.72,188817.95,30253.42,0.203,110.85,498358.77
2018-06-30,Operations,Admin,613990.85,344041.36,19716.94,0.175,81.58,269949.49
2023-09-30,Finance,Utilities,491840.69,65425.55,69366.76,0.167,82.2,426415.14
2023-12-31,IT,COGS,281033.02,241772.35,51913.97,0.065,84.13,39260.67
2022-03-31,Operations,R&D,578397.55,457861.8,59190.68,0.158,112.98,120535.75
2024-12-31,Operations,COGS,552367.74,282856.58,29210.58,0.223,104.43,269511.16
2024-06-30,Operations,R&D,555246.24,238179.72,55256.01,0.137,103.59,317066.52
2021-12-31,Marketing,Admin,356594.75,478751.82,19137.08,0.191,88.53,-122157.07
2024-03-31,Finance,Utilities,466939.34,267694.31,66501.56,0.231,83.06,199245.03
2021-09-30,Finance,Admin,686530.06,459055.72,85981.65,0.157,111.84,227474.34
2021-03-31,Operations,Admin,397612.55,277746.47,4626.05,0.068,113.14,119866.08
2021-09-30,Marketing,R&D,557837.58,373024.9,77569.54,0.061,90.05,184812.68
2024-09-30,Operations,Marketing Spend,434378.47,483412.04,48035.3,0.21,113.04,-49033.57
2018-12-31,Finance,Utilities,550748.02,311947.89,57097.89,0.057,92.52,238800.13
2021-12-31,IT,COGS,480103.67,272604.69,42315.69,0.25,112.48,207498.98
2020-12-31,Marketing,Marketing Spend,620649.71,357205.03,28662.81,0.076,82.75,263444.68
2018-12-31,Marketing,Marketing Spend,504125.8,220881.09,83484.75,0.205,93.79,283244.71
2018-09-30,Operations,Salaries,599470.19,400917.74,37483.56,0.224,110.82,198552.45
2023-06-30,IT,COGS,711125.78,248678.97,80841.19,0.111,91.55,462446.81
2022-03-31,Finance,R&D,598609.0,176641.1,65991.95,0.158,81.61,421967.9
2023-06-30,Sales,Salaries,557657.09,292175.13,45377.56,0.24,86.01,265481.96
2022-06-30,Finance,Salaries,615730.89,265124.53,84277.43,0.241,118.47,350606.36
2024-03-31,Finance,Admin,556264.11,103601.89,49220.36,0.236,104.01,452662.22
2022-06-30,IT,R&D,439200.71,301237.92,76443.81,0.105,87.08,137962.79
2023-09-30,Marketing,Marketing Spend,415411.7,212994.45,75137.4,0.062,105.91,202417.25
2024-12-31,Finance,Utilities,569014.36,264178.29,24783.88,0.071,104.93,304836.07
2022-03-31,Marketing,Marketing Spend,437469.64,212793.94,34630.81,0.078,96.31,224675.7
2020-12-31,IT,Marketing Spend,427766.63,353079.99,46148.37,0.184,106.67,74686.64
2023-09-30,IT,Admin,480939.39,299024.09,46569.37,0.21,84.47,181915.3
2023-03-31,Operations,Marketing Spend,327388.89,183723.05,59242.81,0.06,92.86,143665.84
2023-12-31,Sales,COGS,434611.44,413175.81,15869.39,0.228,81.5,21435.63
2018-12-31,IT,Marketing Spend,426441.75,325154.2,49156.54,0.199,116.58,101287.55
2020-12-31,IT,Marketing Spend,746196.32,260627.51,61128.64,0.156,115.72,485568.81
2024-06-30,Marketing,COGS,575111.17,239545.52,67360.87,0.248,88.16,335565.65
2023-09-30,IT,Admin,457864.41,295359.7,38432.28,0.103,108.31,162504.71
2023-06-30,Finance,Salaries,423312.72,199006.11,29656.04,0.094,112.52,224306.61
2023-03-31,Operations,R&D,256205.75,405696.78,43513.96,0.117,96.29,-149491.03
2022-12-31,Operations,Admin,353534.02,391111.1,60961.65,0.155,112.68,-37577.08
2021-09-30,Finance,Marketing Spend,333988.49,274158.26,26079.68,0.127,99.7,59830.23
2023-09-30,IT,Salaries,402331.1,268920.63,44490.29,0.216,111.89,133410.47
2024-12-31,Sales,R&D,498964.9,229383.09,41029.98,0.229,110.29,269581.81
2021-12-31,IT,R&D,481215.75,321738.35,19317.96,0.243,102.48,159477.4
2019-03-31,Operations,R&D,410703.87,322387.71,18395.46,0.214,100.29,88316.16
2023-03-31,Sales,COGS,494909.68,357350.23,79817.77,0.172,91.71,137559.45
2021-09-30,Marketing,COGS,356685.29,323264.97,66266.84,0.173,96.46,33420.32
2022-03-31,Marketing,Salaries,544417.83,228854.22,70246.58,0.087,95.67,315563.61
2022-06-30,IT,Marketing Spend,576396.93,242162.09,43220.11,0.103,84.13,334234.84
2019-03-31,IT,Salaries,549288.49,311805.16,52956.66,0.249,100.96,237483.33
2021-03-31,Sales,Marketing Spend,609391.48,244641.6,61494.3,0.102,103.21,364749.88
2022-09-30,Sales,Admin,348264.57,410460.68,81532.95,0.143,118.76,-62196.11
2021-03-31,IT,R&D,503978.38,298703.02,57844.05,0.127,91.32,205275.36
2022-06-30,Operations,R&D,404721.74,184885.66,36629.17,0.188,95.98,219836.08
2021-06-30,Marketing,COGS,384817.67,292741.26,63252.36,0.117,102.08,92076.41
2018-12-31,Sales,Admin,358539.13,284393.49,-6704.03,0.187,114.12,74145.64
2018-12-31,Operations,Utilities,747844.32,408467.42,32276.91,0.242,90.32,339376.9
2022-12-31,IT,Admin,591131.54,303612.27,52111.31,0.1,89.37,287519.27
2022-12-31,Finance,Marketing Spend,662251.8,347766.55,62897.69,0.124,101.28,314485.25
2022-09-30,Sales,Admin,535276.15,288170.39,63901.42,0.118,85.14,247105.76
2021-03-31,Finance,COGS,417212.18,382033.61,42022.7,0.11,107.86,35178.57
2020-12-31,Operations,Marketing Spend,567186.61,405788.16,47362.66,0.104,114.39,161398.45
2019-09-30,Marketing,Salaries,734269.98,227177.15,43451.43,0.176,81.18,507092.83
2024-03-31,Operations,Marketing Spend,552466.96,253084.23,63790.04,0.16,87.8,299382.73
2020-12-31,Marketing,Salaries,488744.32,283117.2,60627.34,0.152,103.16,205627.12
2023-03-31,Operations,Utilities,527159.26,373752.51,48112.22,0.21,113.11,153406.75
2018-12-31,Sales,Marketing Spend,611541.68,248549.79,37320.75,0.079,99.6,362991.89
2024-09-30,Sales,R&D,498394.66,122207.62,57780.85,0.084,111.37,376187.04
2018-06-30,Finance,Utilities,488325.44,364761.45,51923.29,0.153,96.89,123563.99
2018-06-30,Operations,Salaries,432238.36,238150.16,80162.31,0.121,95.5,194088.2
2019-03-31,Operations,COGS,535472.02,273341.38,49045.97,0.085,87.27,262130.64
2023-09-30,Finance,Utilities,373089.32,269003.83,45697.07,0.188,86.06,104085.49
2020-06-30,IT,Utilities,461528.31,133583.19,33398.34,0.149,109.81,327945.12
2020-06-30,Operations,Utilities,487152.07,205802.09,80548.64,0.09,86.77,281349.98
2020-03-31,Operations,Salaries,394001.24,368549.99,51657.52,0.103,96.31,25451.25
2021-03-31,Operations,Salaries,497744.78,297073.46,54803.14,0.195,101.8,200671.32
2019-09-30,IT,Marketing Spend,595346.15,376508.16,84212.71,0.115,90.58,218837.99
2019-03-31,Sales,R&D,645051.92,429399.46,73239.72,0.091,113.3,215652.46
2024-06-30,Finance,Utilities,476331.96,169381.66,22312.47,0.243,96.19,306950.3
2020-06-30,IT,Marketing Spend,454498.12,273497.86,74015.03,0.068,95.07,181000.26
2020-06-30,Marketing,Marketing Spend,473911.21,291159.96,73194.92,0.079,87.13,182751.25
2019-06-30,Marketing,R&D,562572.09,421058.01,15073.9,0.193,88.79,141514.08
2024-09-30,IT,Marketing Spend,437615.53,213581.3,80252.51,0.135,91.65,224034.23
2024-12-31,IT,R&D,437470.05,326265.15,38430.57,0.201,93.97,111204.9
2022-09-30,Sales,COGS,527103.3,402778.58,65155.67,0.161,108.05,124324.72
2023-03-31,Marketing,R&D,551880.05,371225.83,39726.52,0.058,119.85,180654.22
2019-12-31,Finance,Admin,520087.53,340907.71,95472.61,0.187,100.26,179179.82
2018-03-31,Operations,R&D,512393.92,242646.5,54169.3,0.211,108.21,269747.42
2024-12-31,Operations,R&D,451555.71,387018.86,68086.92,0.161,89.75,64536.85
2022-03-31,Sales,Admin,502034.41,171501.11,53110.88,0.112,117.88,330533.3
2019-09-30,Sales,R&D,261669.25,340122.73,28977.53,0.053,112.42,-78453.48
2021-06-30,Marketing,Salaries,654977.95,161430.11,48278.1,0.231,107.4,493547.84
2023-03-31,Finance,Marketing Spend,516112.0,442942.71,21898.6,0.191,92.54,73169.29
2023-03-31,Finance,Marketing Spend,710397.28,208174.65,55938.27,0.059,83.26,502222.63
2022-03-31,IT,COGS,628862.85,263088.09,45856.21,0.218,118.73,365774.76
2020-03-31,Sales,COGS,418490.13,433306.3,22228.53,0.061,109.01,-14816.17
2022-03-31,Operations,Admin,463590.0,335898.37,40940.87,0.192,85.46,127691.63
2019-03-31,Operations,Salaries,389778.13,241889.28,28331.26,0.189,102.07,147888.85
2024-06-30,Marketing,COGS,433042.35,309615.53,40846.26,0.233,104.44,123426.82
2024-03-31,Operations,Marketing Spend,343615.94,323375.56,46981.02,0.083,97.74,20240.38
2022-12-31,Finance,COGS,407638.37,333828.82,64518.19,0.163,98.87,73809.55
2019-12-31,Finance,COGS,396489.83,283171.6,32444.28,0.159,101.84,113318.23
2019-06-30,Sales,R&D,588152.95,274227.88,33531.94,0.057,112.06,313925.07
2020-09-30,Marketing,COGS,337944.21,355001.18,56811.29,0.178,112.47,-17056.97
2022-09-30,Operations,Admin,722587.4,279753.93,51220.9,0.101,118.42,442833.47
2018-12-31,Sales,Marketing Spend,467824.04,214089.09,65025.14,0.116,86.88,253734.95
2022-06-30,IT,Admin,634712.12,274752.79,45890.14,0.098,84.41,359959.33
2018-03-31,IT,Admin,403582.37,298408.93,61021.52,0.061,104.42,105173.44
2021-03-31,Operations,Utilities,577815.1,327663.35,-8001.35,0.083,108.15,250151.75
2021-06-30,Operations,Salaries,353155.52,315670.93,35318.77,0.091,93.6,37484.59
2023-12-31,Operations,Utilities,352595.14,194392.6,50669.46,0.165,119.39,158202.54
2018-03-31,Finance,Utilities,609449.34,339876.77,47815.95,0.077,113.65,269572.57
2020-09-30,Operations,R&D,487807.47,283325.61,52904.84,0.234,99.73,204481.86
2022-03-31,IT,Admin,480177.83,255036.02,67604.12,0.096,108.97,225141.81
2018-12-31,Operations,Salaries,399671.88,374849.51,39465.44,0.18,98.12,24822.37
2024-06-30,Marketing,Marketing Spend,412876.65,242152.09,56009.42,0.082,87.98,170724.56
2020-12-31,IT,Marketing Spend,340398.85,442799.41,45331.77,0.209,86.37,-102400.56
2020-06-30,Marketing,Salaries,447669.36,435010.2,59309.32,0.064,91.6,12659.16
2019-06-30,IT,Admin,525622.5,380657.7,59782.76,0.198,115.83,144964.8
2024-03-31,Sales,Admin,507923.11,246182.45,27986.16,0.129,95.03,261740.66
2018-03-31,IT,R&D,508976.22,345873.12,56876.84,0.143,116.27,163103.1
2019-09-30,IT,R&D,294697.14,321494.61,61859.18,0.123,111.92,-26797.47
2024-06-30,Marketing,Utilities,519672.42,242280.35,52926.92,0.13,104.28,277392.07
2024-09-30,Marketing,Marketing Spend,468116.58,385544.6,57509.22,0.051,115.9,82571.98
2023-03-31,IT,R&D,421400.92,299975.89,53319.88,0.055,87.58,121425.03
2024-12-31,IT,Salaries,376487.6,103857.65,34395.71,0.209,83.05,272629.95
2021-12-31,Finance,Marketing Spend,566394.67,418249.74,40668.2,0.093,110.02,148144.93
2023-12-31,Sales,Admin,287390.42,420759.0,53392.59,0.171,116.22,-133368.58
2021-06-30,Sales,Marketing Spend,376661.44,294879.07,48413.09,0.181,95.32,81782.37
2023-09-30,Operations,COGS,514713.19,349632.52,36803.43,0.19,80.19,165080.67
2022-12-31,IT,Marketing Spend,448590.21,327591.55,36207.5,0.169,110.65,120998.66
2022-12-31,IT,R&D,537819.62,261956.53,48620.71,0.176,94.6,275863.09
2019-06-30,IT,Salaries,509636.8,513549.51,22138.01,0.166,103.42,-3912.71
2023-06-30,IT,Admin,432077.69,250618.27,40072.92,0.236,88.38,181459.42
2024-03-31,Sales,Admin,330720.21,304103.49,74903.3,0.183,107.25,26616.72
2024-12-31,Marketing,R&D,575314.87,210534.69,55426.11,0.121,101.28,364780.18
2019-03-31,Finance,R&D,482709.65,368517.47,40966.83,0.121,81.12,114192.18
2023-12-31,Marketing,R&D,368466.13,355377.9,40869.12,0.066,80.24,13088.23
